"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Can not create user with password that is less than 6 symbols and greater than 30 symbols","96","test_create_user_with_too_short_or_long_password[12345]","tests","Fri Jul 11 17:54:30 GMT 2025","passed","Fri Jul 11 17:54:30 GMT 2025","TestUser","test_user","",""
"Can not login with wrong email or password","211","test_login_with_wrong_credentials[password]","tests","Fri Jul 11 17:54:31 GMT 2025","passed","Fri Jul 11 17:54:31 GMT 2025","TestUser","test_user","",""
"Unable to create note with a title shorter than 4 symbols or longer than 100 symbols","121","test_create_note_with_too_short_or_long_title[short_title]","tests","Fri Jul 11 17:54:27 GMT 2025","passed","Fri Jul 11 17:54:27 GMT 2025","TestNotes","test_notes","",""
"Unable to create user with name that is less than 4 symbols or greater than 30 symbols","51","test_create_user_with_too_short_or_long_name[qwertyuiopasdfghjklzxcvbnmqwerv]","tests","Fri Jul 11 17:54:30 GMT 2025","passed","Fri Jul 11 17:54:30 GMT 2025","TestUser","test_user","",""
"Can change the completed status of a note between True/False","521","test_update_note_status","tests","Fri Jul 11 17:54:30 GMT 2025","passed","Fri Jul 11 17:54:30 GMT 2025","TestNotes","test_notes","",""
"Can not login with empty required fields","124","test_login_with_empty_credentials[email-A valid email address is required]","tests","Fri Jul 11 17:54:32 GMT 2025","passed","Fri Jul 11 17:54:32 GMT 2025","TestUser","test_user","",""
"Unauthorized user can not get a user info","49","test_get_user_info_without_auth_header","tests","Fri Jul 11 17:54:32 GMT 2025","passed","Fri Jul 11 17:54:32 GMT 2025","TestUser","test_user","",""
"Can get the list of all notes of the authed user","619","test_get_all_notes","tests","Fri Jul 11 17:54:28 GMT 2025","passed","Fri Jul 11 17:54:29 GMT 2025","TestNotes","test_notes","",""
"Unable to create a note by non-existent note id","161","test_update_note_by_non_existent_id","tests","Fri Jul 11 17:54:28 GMT 2025","passed","Fri Jul 11 17:54:28 GMT 2025","TestNotes","test_notes","",""
"Check for 500 internal server error for ""create user"" request","2","test_create_user_returns_500","tests","Fri Jul 11 17:54:30 GMT 2025","passed","Fri Jul 11 17:54:30 GMT 2025","TestUser","test_user","",""
"Unable to create note if any of the required fields are empty","90","test_create_note_with_empty_required_field[description-Description must be between 4 and 1000 characters]","tests","Fri Jul 11 17:54:26 GMT 2025","passed","Fri Jul 11 17:54:26 GMT 2025","TestNotes","test_notes","",""
"Unable to create user if any of the required fields are empty","198","test_create_user_with_empty_required_field[password-Password must be between 6 and 30 characters]","tests","Fri Jul 11 17:54:31 GMT 2025","passed","Fri Jul 11 17:54:31 GMT 2025","TestUser","test_user","",""
"Can login with valid credentials","252","test_auth_user","tests","Fri Jul 11 17:54:31 GMT 2025","passed","Fri Jul 11 17:54:31 GMT 2025","TestUser","test_user","",""
"Can edit note for authed user","252","test_update_note","tests","Fri Jul 11 17:54:30 GMT 2025","passed","Fri Jul 11 17:54:30 GMT 2025","TestNotes","test_notes","",""
